Var1,Var2,First_D_E_position,uH,R_count,H_count,K_count
S000005344,YNR061C,40,0.181476027528356,1,1,1
S000005345,YNR062C,6,0.399831037533498,0,0,0
S000005346,YNR063W,2,0.64,0,0,0
S000005347,YNR064C,15,0.443394381550477,1,1,1
S000005348,YNR065C,9,0.0287252255836022,0,0,0
S000005349,YNR066C,22,0.220829512719042,0,0,0
S000005350,YNR067C,15,0.144660060098917,0,0,0
S000005351,YNR068C,20,0.155282135158876,3,0,1
S000005352,YNR069C,3,0.574680175685054,0,0,0
S000005353,YNR070W,2,0.64,0,0,0
S000005354,YNR071C,7,0.0588227204159585,0,0,0
S000005355,YNR072W,6,0.210820561820667,0,0,0
S000005356,YNR073C,5,0.515866480152284,0,0,1
S000005357,YNR074C,27,0.146125800149042,1,1,1
S000005358,YNR075W,3,0.365140575546404,0,0,0
S000005359,YNR076W,28,0.0418330936818677,0,0,1
S000005360,YNR077C,12,0.121790464419802,0,1,0
S000005361,YOL001W,2,0.64,0,0,0
S000005362,YOL002C,6,0.429905615329009,0,0,0
S000005363,YOL003C,44,0.146516288421477,1,1,1
S000005364,YOL004W,14,0.255724212688456,0,1,0
S000005365,YOL005C,5,0.278304509928054,0,0,0
S000005366,YOL006C,5,0.280802728558529,0,0,0
S000005367,YOL007C,5,0.7359697849268,1,0,0
S000005368,YOL008W,43,0.185103008936222,4,0,3
S000005369,YOL009C,4,0.248027034225308,0,0,0
S000005370,YOL010W,34,0.0708678442047133,2,0,2
S000005371,YOL011W,31,0.172615927872274,1,0,1
S000005372,YOL012C,16,0.196446813207395,0,1,4
S000005373,YOL013C,4,0.365045424934148,0,0,0
S000005374,YOL014W,22,0.136322897995853,1,2,0
S000005375,YOL015W,4,0.376458548064039,0,0,0
S000005376,YOL016C,4,0.708209857142123,0,0,1
S000005377,YOL017W,3,0.325274300925651,0,0,0
S000005378,YOL018C,4,1.14899868734187,1,0,0
S000005379,YOL019W,42,0.124408926335152,0,0,2
S000005380,YOL020W,3,0.325274300925651,0,0,0
S000005381,YOL021C,15,0.209496606307252,3,0,1
S000005382,YOL022C,5,0.728927970686253,0,0,1
S000005383,YOL023W,34,0.279401024951624,3,2,1
S000005384,YOL024W,12,0.26687862982509,0,1,1
S000005385,YOL025W,10,0.436609262112726,0,1,1
S000005386,YOL026C,3,0.325274300925651,0,0,0
S000005387,YOL027C,59,0.164926754306904,4,0,1
S000005388,YOL028C,37,0.07178533524313,3,1,4
S000005389,YOL029C,24,0.129911780076194,0,0,2
S000005390,YOL030W,31,0.189263788665536,1,0,0
S000005391,YOL031C,34,0.190962237920932,1,2,1
S000005392,YOL032W,16,0.0577923732502232,0,0,0
S000005393,YOL033W,37,0.246856780551174,2,0,4
S000005394,YOL034W,6,0.488124746284204,0,0,0
S000005395,YOL035C,22,0.180017357681425,1,2,0
S000005396,YOL036W,2,0.64,0,0,0
S000005397,YOL037C,11,0.415127811557708,1,0,2
S000005398,YOL038W,5,0.166523354815537,0,0,0
S000005399,YOL039W,18,0.0308006084968961,0,0,1
S000005400,YOL040C,21,0.296498047113935,2,1,3
S000005401,YOL041C,6,0.447314764825884,0,0,0
S000005402,YOL042W,24,0.551914581736208,3,0,3
S000005403,YOL043C,3,1.34306311919193,1,0,0
S000005404,YOL044W,5,0.142970645932164,0,0,0
S000005405,YOL045W,12,0.168761437802432,0,0,0
S000005406,YOL046C,3,0.347134174396033,0,0,0
S000005407,YOL047C,8,0.205673391424261,1,0,0
S000005408,YOL048C,6,0.405468328129839,0,0,1
S000005409,YOL049W,9,0.171812968616952,0,1,1
S000005410,YOL050C,2,0.64,0,0,0
S000005411,YOL051W,8,0.0855039865820067,0,0,0
S000005412,YOL052C,7,0.310958195410591,0,0,1
S000005413,YOL052C-A, ,0.193699662182329,0,0,1
S000005414,YOL053W,18,0.122935300307614,0,1,3
S000005415,YOL054W,3,0.365140575546404,0,0,0
S000005416,YOL055C,21,0.120252034408385,0,0,0
S000005417,YOL056W,5,0.14011834491041,0,0,0
S000005418,YOL057W,7,0.348897175961304,0,1,0
S000005419,YOL058W,15,0.0360217785701296,0,0,2
S000005420,YOL059W,63,0.282255822286296,6,1,2
S000005421,YOL060C,47,0.177355714166396,3,2,1
S000005422,YOL061W,12,0.133555720149363,0,0,0
S000005423,YOL062C,13,0.325279015032448,1,0,0
S000005424,YOL063C,8,0.408787497216758,0,0,0
S000005425,YOL064C,4,0.184466040776938,0,0,0
S000005426,YOL065C,18,0.227875108801446,0,0,3
S000005427,YOL066C,2,0.64,0,0,0
S000005428,YOL067C,9,0.190507214929935,0,0,0
S000005429,YOL068C,26,0.0540436369959125,2,1,0
S000005430,YOL069W,6,0.427501602798937,1,0,0
S000005431,YOL070C,3,0.347134174396033,0,0,0
S000005432,YOL071W,39,0.175963108252124,0,1,2
S000005433,YOL072W,2,0.64,0,0,0
S000005434,YOL073C,4,0.13408988913789,0,0,0
S000005435,YOL075C,5,0.336692572172138,0,0,0
S000005436,YOL076W,3,0.347134174396033,0,0,0
S000005437,YOL077C,14,0.326515875879041,0,0,3
S000005438,YOL078W,2,0.64,0,0,0
S000005439,YOL079W,20,0.166007420328151,1,0,0
S000005440,YOL080C,14,0.138780459551886,0,0,0
S000005441,YOL081W,11,0.313220625264503,0,0,4
S000005442,YOL082W,22,0.100491290628412,0,0,1
S000005443,YOL083W,6,0.386442953029732,0,0,1
S000005444,YOL084W,3,0.405028642877119,0,0,0
S000005445,YOL085C,5,0.145563316259884,0,0,2
S000005446,YOL086C,5,0.239667344817784,0,0,0
S000005447,YOL087C,14,0.127299540577304,0,0,0
S000005448,YOL088C,25,0.18650965385828,0,1,1
S000005449,YOL089C,2,0.64,0,0,0
S000005450,YOL090W,7,0.332797537476598,1,0,0
S000005451,YOL091W,2,0.64,0,0,0
S000005452,YOL092W,7,0.242029051304306,0,0,0
S000005453,YOL093W,4,0.469022298029308,0,0,0
S000005454,YOL094C,13,0.257439228389604,0,0,1
S000005455,YOL095C,2,0.64,0,0,0
S000005456,YOL096C,35,0.192140077336087,5,1,2
S000005457,YOL097C,4,0.469022298029308,0,0,0
S000005458,YOL098C,12,0.292439963686932,0,0,2
S000005459,YOL099C,5,0.709915688230723,0,0,1
S000005460,YOL100W,4,0.184898037391521,0,0,0
S000005461,YOL101C,8,0.168744830835633,0,0,0
S000005462,YOL102C,8,0.707786561434717,1,0,1
S000005463,YOL103W,35,0.143667368010007,2,1,2
S000005464,YOL104C,4,0.702570546564801,0,0,1
S000005465,YOL105C,2,0.64,0,0,0
S000005466,YOL106W,12,0.538835803617823,2,0,0
S000005467,YOL107W,9,0.591240792667318,1,0,0
S000005468,YOL108C,4,0.466220982189695,0,0,0
S000005469,YOL109W,3,0.347134174396033,0,0,0
S000005470,YOL110W,3,0.327582736285826,0,0,0
S000005471,YOL111C,9,0.141000354790695,0,0,0
S000005472,YOL112W,10,0.121072319751057,0,0,0
S000005473,YOL113W,7,0.771914810841764,0,0,3
S000005474,YOL114C,32,0.22066671940654,1,1,4
S000005475,YOL115W,42,0.201508316415727,1,1,11
S000005476,YOL116W,14,0.101312554808964,0,1,0
S000005477,YOL117W,3,0.347134174396033,0,0,0
S000005478,YOL118C,20,0.117309289352337,1,0,4
S000005479,YOL119C,18,0.108720178971078,1,0,2
S000005480,YOL120C,4,0.252981824645508,0,0,0
S000005481,YOL121C,8,0.288032988956535,1,0,0
S000005482,YOL122C,14,0.175055166904122,0,1,0
S000005483,YOL123W,4,0.282776181232263,0,0,0
S000005484,YOL124C,19,0.367268675473525,2,1,2
S000005485,YOL125W,4,0.618664424340153,0,0,0
S000005486,YOL126C,10,0.335303972807046,0,1,0
S000005487,YOL127W,58,0.0550700049184857,1,0,7
S000005488,YOL128C,19,0.410132395913247,1,0,2
S000005489,YOL129W,2,0.64,0,0,0
S000005490,YOL130W,9,0.0839711073298647,0,0,0
S000005491,YOL131W,9,0.365429832600948,0,0,1
S000005492,YOL132W,14,0.0995285102643828,0,0,0
S000005493,YOL133W,4,0.469022298029308,0,0,0
S000005494,YOL134C,28,0.108337980647735,0,3,0
S000005495,YOL135C,4,0.469022298029308,0,0,0
S000005496,YOL136C,6,0.0739084477982538,0,0,0
S000005497,YOL137W,2,0.64,0,0,0
S000005498,YOL138C,8,0.235017937632183,0,1,0
S000005499,YOL139C,4,0.220526140658604,0,0,0
S000005500,YOL140W,19,0.204862140218974,3,0,1
S000005501,YOL141W,17,0.368021449751324,0,0,4
S000005502,YOL142W,9,0.234201913985174,0,0,0
S000005503,YOL143C,10,0.483025312104565,0,0,2
S000005504,YOL144W,2,0.64,0,0,0
S000005505,YOL145C,8,0.475176147752589,0,0,1
S000005506,YOL146W,5,0.117477061199594,0,0,0
S000005507,YOL147C,4,0.333266981339075,0,0,0
S000005508,YOL148C,10,0.0743458393303412,0,0,0
S000005509,YOL149W,9,0.214937447547903,0,0,0
S000005510,YOL150C,32,0.139630010494963,0,0,4
S000005511,YOL151W,18,0.128060945015227,0,1,0
S000005512,YOL152W,3,0.717360172023242,0,0,0
S000005513,YOL153C,3,0.325274300925651,0,0,0
S000005514,YOL154W,26,0.0747588451645499,0,0,2
S000005515,YOL155C,55,0.166750934418683,1,0,1
S000005516,YOL156W,11,0.218907991330782,0,0,0
S000005517,YOL157C,9,0.134850857873681,0,1,0
S000005518,YOL158C,3,0.586324007235966,0,0,0
S000005519,YOL159C,23,0.151177671023798,0,0,0
S000005520,YOL160W,2,0.64,0,0,0
S000005521,YOL161C,28,0.0422797319201468,0,0,1
S000005522,YOL162W,53,0.156932585130641,1,0,0
S000005523,YOL163W,31,0.130878964197671,1,0,2
S000005524,YOL164W,18,0.293674958591782,2,0,2
S000005525,YOL165C,13,0.42617954912779,1,1,0
S000005526,YOL166C,29,0.235814300084113,3,3,0
S000005527,YOR001W,4,0.27263997342889,0,0,0
S000005528,YOR002W,14,0.12357711550876,1,0,2
S000005529,YOR003W,22,0.0253645691150405,0,0,1
S000005530,YOR004W,24,0.0205782640529989,4,1,4
S000005531,YOR005C,6,0.471056300243189,0,0,0
S000005532,YOR006C,10,0.327114251598782,0,1,3
S000005533,YOR007C,6,0.332129244053911,0,0,1
S000005534,YOR008C,23,0.138366715037832,1,0,1
S000005535,YOR009W,26,0.0619487514441251,0,0,1
S000005536,YOR010C,22,0.0698045926632068,0,0,1
S000005537,YOR011W,12,0.422545245463992,0,0,1
S000005538,YOR012W,8,0.385294986549873,0,0,0
S000005539,YOR013W,43,0.190364669939471,1,1,1
S000005540,YOR014W,26,0.156436961262515,2,0,6
S000005541,YOR015W,11,0.396292019106254,1,1,1
S000005542,YOR016C,37,0.126089976713831,1,1,0
S000005543,YOR017W,16,0.294257583849294,3,0,0
S000005544,YOR018W,11,0.456851562126573,1,0,1
S000005545,YOR019W,9,0.248662230972022,0,0,0
S000005546,YOR020C,16,0.454385003133488,0,0,2
S000005547,YOR021C,6,0.614086901574855,0,0,1
S000005548,YOR022C,34,0.394839046884408,5,2,0
S000005549,YOR023C,7,0.322467993055312,0,0,0
S000005550,YOR024W,87,0.116267380396447,1,0,1
S000005551,YOR025W,19,0.121591364884034,1,0,0
S000005552,YOR026W,7,0.426959459013661,0,0,0
S000005553,YOR027W,6,0.0283768660114634,0,0,0
S000005554,YOR028C,8,0.235500477560852,0,0,1
S000005555,YOR029W,35,0.096424877881379,3,0,1
S000005556,YOR030W,24,0.182652782480194,1,2,0
S000005557,YOR031W,7,0.330075439860268,0,0,1
S000005558,YOR032C,13,0.326868844550772,0,0,1
S000005559,YOR033C,23,0.124327018364827,2,0,1
S000005560,YOR034C,8,0.177166897596575,0,0,0
S000005561,YOR035C,5,0.144028462287305,0,0,0
S000005562,YOR036W,3,0.347134174396033,0,0,0
S000005563,YOR037W,53,0.298832646496283,4,1,4
S000005564,YOR038C,9,0.63408339486272,1,0,1
S000005565,YOR039W,6,0.533423996203227,1,0,0
S000005566,YOR040W,34,0.132675031197175,2,1,3
S000005567,YOR041C,27,0.280789065653301,0,0,2
S000005568,YOR042W,2,0.64,0,0,0
S000005569,YOR043W,2,0.64,0,0,0
S000005570,YOR044W,3,0.717360172023242,0,0,0
S000005571,YOR045W,2,0.64,0,0,0
S000005572,YOR046C,3,0.347134174396033,0,0,0
S000005573,YOR047C,24,0.239530562010488,3,1,3
S000005574,YOR048C,23,0.500771532835342,2,0,2
S000005575,YOR049C,44,0.182210495188361,2,1,0
S000005576,YOR050C,13,0.451637224429084,1,0,2
S000005577,YOR051C,14,0.309234980383359,2,0,2
S000005578,YOR052C,3,0.347134174396033,0,0,0
S000005579,YOR053W,109,0.24622670411835,3,3,2
S000005580,YOR054C,23,0.0679662544808669,1,0,3
S000005581,YOR055W,4,0.23497468453069,0,0,0
S000005582,YOR056C,3,0.325274300925651,0,0,0
S000005583,YOR057W,4,0.162753156972191,0,0,0
S000005584,YOR058C,2,0.64,0,0,0
S000005585,YOR059C,4,0.27263997342889,0,0,0
S000005586,YOR060C,23,0.230796132149565,2,0,2
S000005587,YOR061W,27,0.276414837651204,2,0,2
S000005588,YOR062C,5,0.414964144734541,0,0,0
S000005589,YOR063W,7,0.340274110794603,1,1,1
S000005590,YOR064C,2,0.64,0,0,0
S000005591,YOR065W,55,0.100108664279733,2,0,3
S000005592,YOR066W,2,0.64,0,0,0
S000005593,YOR067C,4,0.567265441565452,0,0,1
S000005594,YOR068C,4,0.318556520587113,0,0,0
S000005595,YOR069W,2,0.64,0,0,0
S000005596,YOR070C,9,0.59727762964768,1,0,1
S000005597,YOR071C,15,0.59600966184269,1,0,1
S000005598,YOR072W,15,0.0618690130742474,1,0,1
S000005599,YOR073W,11,0.141298407865366,1,0,3
S000005600,YOR074C,4,0.090756555804557,0,0,0
S000005601,YOR075W,4,0.327594114181759,0,0,0
S000005602,YOR076C,5,0.379438375785619,0,0,0
S000005603,YOR077W,3,0.405028642877119,0,0,0
S000005604,YOR078W,9,0.322466366205241,0,1,1
S000005605,YOR079C,29,0.0990735106802864,0,0,1
S000005606,YOR080W,12,0.212128826236322,0,0,0
S000005607,YOR081C,9,0.191633455091554,0,0,0
S000005608,YOR082C,81,0.0590788525510702,1,0,0
S000005609,YOR083W,13,0.314208070322638,3,0,1
S000005610,YOR084W,2,0.64,0,0,0
S000005611,YOR085W,44,0.198941802145743,1,1,1
S000005612,YOR086C,4,0.747840464907156,0,0,1
S000005613,YOR087W,7,0.0694555720652437,0,0,0
S000005614,YOR088W,2,0.64,0,0,0
S000005615,YOR089C,15,0.189567288801528,0,0,1
S000005616,YOR090C,25,0.0178033456435647,2,0,4
S000005617,YOR091W,17,0.234280951193677,0,0,6
S000005618,YOR092W,46,0.1895107779399,1,1,1
S000005619,YOR093C,2,0.64,0,0,0
S000005620,YOR094W,17,0.363560495984941,0,0,3
S000005621,YOR095C,9,0.424917650044401,0,0,1
S000005622,YOR096W,15,0.220121973851386,0,0,1
S000005623,YOR097C,2,0.64,0,0,0
S000005624,YOR098C,15,0.2187197000049,1,0,0
S000005625,YOR099W,62,0.0796781901486739,0,0,4
S000005626,YOR100C,4,0.282776181232263,0,0,0
S000005627,YOR101W,10,0.478454694325702,1,0,1
S000005628,YOR102W,35,0.123009586754843,2,0,6
S000005629,YOR103C,22,0.211821865732443,0,0,3
S000005630,YOR104W,8,0.200044425044044,0,0,2
S000005631,YOR105W,18,0.335249832292403,1,0,4
S000005632,YOR106W,5,0.408311855988944,0,0,0
S000005633,YOR107W,9,0.228049504802783,0,0,0
S000005634,YOR108W,11,0.22578428986057,0,1,1
S000005635,YOR109W,7,0.133582641468899,0,0,0
S000005636,YOR110W,20,0.213413022249259,2,1,0
S000005637,YOR111W,10,0.133967613695297,0,0,0
S000005638,YOR112W,20,0.192783124252067,0,0,1
S000005639,YOR113W,18,0.131873901145044,0,0,0
S000005640,YOR114W,41,0.237066603031019,2,0,4
S000005641,YOR115C,22,0.109962762567494,0,2,0
S000005642,YOR116C,3,0.865015101186174,0,0,1
S000005643,YOR117W,5,0.293785623982496,0,0,0
S000005644,YOR118W,12,0.0390048454289721,0,0,0
S000005645,YOR119C,4,0.220526140658604,0,0,0
S000005646,YOR120W,7,0.204568621075781,0,1,0
S000005647,YOR121C,20,0.227680826279846,1,1,1
S000005648,YOR122C,8,0.130878150980674,0,0,0
S000005649,YOR123C,4,0.282776181232263,0,0,0
S000005650,YOR124C,4,0.468617789220154,0,0,0
S000005651,YOR125C,25,0.0879590768932254,2,0,2
S000005652,YOR126C,2,0.64,0,0,0
S000005653,YOR127W,8,0.337617448667536,0,0,0
S000005654,YOR128C,2,0.64,0,0,0
S000005655,YOR129C,5,1.09644003264582,2,0,0
S000005656,YOR130C,2,0.64,0,0,0
S000005657,YOR131C,19,0.146084590899187,0,1,3
S000005658,YOR132W,8,0.249841344790211,0,0,0
S000005659,YOR133W,7,0.109144630977343,0,0,0
S000005660,YOR134W,13,0.0867414168388999,0,0,0
S000005661,YOR135C,15,0.299361072798822,0,0,1
S000005662,YOR136W,43,0.101358326248157,5,0,2
S000005663,YOR137C,29,0.318495606429795,7,1,0
S000005664,YOR138C,3,0.411384070199385,0,0,0
S000005665,YOR139C,32,0.0111757611649251,1,0,3
S000005666,YOR140W,3,0.347134174396033,0,0,0
S000005667,YOR141C,4,0.491455634844472,0,0,0
S000005668,YOR142W,20,0.470716089137799,3,2,2
S000005669,YOR143C,3,0.347134174396033,0,0,0
S000005670,YOR144C,9,0.420091147108908,1,1,1
S000005671,YOR145C,19,0.113778539971559,0,0,2
S000005672,YOR146W,5,0.045354342454393,0,0,0
S000005673,YOR147W,67,0.259506664355746,5,2,1
S000005674,YOR148C,34,0.23591242961999,0,0,11
S000005675,YOR149C,28,0.0642194068220025,1,1,0
S000005676,YOR150W,20,0.438228645860818,1,3,1
S000005677,YOR151C,3,0.347134174396033,0,0,0
S000005678,YOR152C,24,0.141869534970565,0,0,0
S000005679,YOR153W,3,0.315169652691356,0,0,0
S000005680,YOR154W,23,0.217912068264217,1,0,0
S000005681,YOR155C,8,0.172083269852618,2,0,0
S000005682,YOR156C,35,0.061431247801366,0,0,0
S000005683,YOR157C,7,0.0752184482427958,0,0,0
S000005684,YOR158W,31,0.0703494383388647,1,0,5
S000005685,YOR159C,33,0.109282965101375,0,0,3
S000005686,YOR160W,2,0.64,0,0,0
S000005687,YOR161C,5,0.226589943845058,0,0,0
S000005688,YOR162C,6,0.469180533274787,2,0,1
S000005689,YOR163W,6,0.561272095093808,0,0,1
S000005690,YOR164C,5,0.205082891290229,0,0,0
S000005691,YOR165W,3,0.405028642877119,0,0,0
S000005692,YOR166C,3,0.325274300925651,0,0,0
S000005693,YOR167C,2,0.64,0,0,0
S000005694,YOR168W,5,0.438359461104557,0,0,0
S000005695,YOR169C,63,0.048391164486613,0,3,3
S000005696,YOR170W,16,0.189138282386286,0,0,2
S000005697,YOR171C,13,0.430808535184875,1,0,2
S000005698,YOR172W,9,0.253973918359291,1,0,1
S000005699,YOR173W,5,0.326379282887121,0,0,0
S000005700,YOR174W,5,0.202077051935128,0,0,0
S000005701,YOR175C,6,0.499710348643095,0,0,0
S000005702,YOR176W,53,0.462302037363724,5,0,0
S000005703,YOR177C,3,0.315169652691356,0,0,0
S000005704,YOR178C,22,0.105623023213571,1,1,1
S000005705,YOR179C,2,0.64,0,0,0
S000005706,YOR180C,20,0.247811736422892,1,1,1
S000005707,YOR181W,8,0.192902837683032,0,0,0
S000005708,YOR182C,22,0.278002485838616,1,1,4
S000005709,YOR183W,8,0.676254632944166,1,2,0
S000005710,YOR184W,4,0.220526140658604,0,0,0
S000005711,YOR185C,10,0.153629173108859,0,0,0
S000005712,YOR186W,20,0.142849203786274,0,0,1
S000005713,YOR187W,43,0.418921386684374,4,0,2
S000005714,YOR188W,3,0.54574956266191,0,0,0
S000005715,YOR189W,4,0.491455634844472,0,0,0
S000005716,YOR190W,29,0.152781906058617,2,0,2
S000005717,YOR191W,8,0.246137770424509,0,0,0
S000005718,YOR192C,15,0.625692392860167,3,0,0
S000005719,YOR193W,4,0.27263997342889,0,0,0
S000005720,YOR194C,5,0.442911472167203,0,0,0
S000005721,YOR195W,3,0.54574956266191,0,0,0
S000005722,YOR196C,40,0.238437199792444,6,0,0
S000005723,YOR197W,40,0.132468767374621,2,0,0
S000005724,YOR198C,12,0.391065344545547,1,1,2
S000005725,YOR199W,2,0.64,0,0,0
S000005726,YOR200W,17,0.424169925441036,1,0,0
S000005727,YOR201C,35,0.218951127217507,2,1,5
S000005728,YOR202W,3,0.325274300925651,0,0,0
S000005729,YOR203W,16,0.205278337323701,0,0,1
S000005730,YOR204W,3,0.405028642877119,0,0,0
S000005731,YOR205C,33,0.316343831086023,2,1,3
S000005732,YOR206W,21,0.349549218546717,0,2,6
S000005733,YOR207C,18,0.307181576714645,2,3,4
S000005734,YOR208W,2,0.64,0,0,0
S000005735,YOR209C,3,0.347134174396033,0,0,0
S000005736,YOR210W,16,0.130113290085831,1,0,1
S000005737,YOR211C,93,0.0249739578123502,3,1,1
S000005738,YOR212W,7,0.253246096173248,0,1,0
S000005739,YOR213C,2,0.64,0,0,0
S000005740,YOR214C,30,0.0810985965590649,0,0,1
S000005741,YOR215C,35,0.233541340051657,4,0,0
S000005742,YOR216C,19,0.285860105312583,0,2,7
S000005743,YOR217W,6,0.348839415963901,0,0,0
S000005744,YOR218C,31,0.26312712052421,4,0,1
S000005745,YOR219C,27,0.0624935151603417,2,3,3
S000005746,YOR220W,15,0.0753763231139492,1,0,1
S000005747,YOR221C,28,0.352323197846508,2,0,3
S000005748,YOR222W,4,0.282776181232263,0,0,0
S000005749,YOR223W,4,0.133094264645619,0,0,0
S000005750,YOR224C,7,0.345319461333553,0,0,0
S000005751,YOR225W,7,0.33832320128515,1,0,1
S000005752,YOR226C,33,0.245920014392291,3,3,3
S000005753,YOR227W,9,0.254499402857855,0,0,2
S000005754,YOR228C,6,0.432097435981195,0,1,1
S000005755,YOR229W,37,0.16687378905973,2,1,4
S000005756,YOR230W,15,0.309481910134265,0,0,3
S000005757,YOR231W,9,0.540809584940516,1,0,0
S000005758,YOR232W,46,0.10597834725649,4,0,1
S000005759,YOR233W,17,0.263823310219375,1,1,1
S000005760,YOR234C,3,0.405028642877119,0,0,0
S000005761,YOR235W,24,0.330600711818259,1,2,1
S000005762,YOR236W,18,0.0936100767193561,0,0,1
S000005763,YOR237W,23,0.201765325389075,0,1,1
S000005764,YOR238W,2,0.64,0,0,0
S000005765,YOR239W,5,0.117762927031689,0,0,0
S000005766,YOR240W,14,0.404531738328675,0,0,1
S000005767,YOR241W,27,0.353278756578197,1,2,5
S000005768,YOR242C,10,0.26197401487934,0,0,1
S000005769,YOR243C,3,0.347134174396033,0,0,0
S000005770,YOR244W,4,0.349304996368632,0,1,0
S000005771,YOR245C,7,0.285367307507784,0,0,0
S000005772,YOR246C,3,0.586324007235966,0,0,0
S000005773,YOR247W,42,0.0720509740955246,0,0,0
S000005774,YOR248W,99,0.0659194550302501,1,2,2
S000005775,YOR249C,17,0.290056773389762,0,0,1
S000005776,YOR250C,8,0.163008017631096,0,0,0
S000005777,YOR251C,5,0.327617788657062,0,0,0
S000005778,YOR252W,31,0.253676848342416,1,1,8
S000005779,YOR253W,4,1.06495083728765,1,0,0
S000005780,YOR254C,6,0.217459968380196,0,0,0
S000005781,YOR255W,56,0.0496624435365203,4,1,3
S000005782,YOR256C,14,0.228010759861566,1,0,0
S000005783,YOR257W,16,0.088929506439672,1,0,1
S000005784,YOR258W,15,0.274121017986551,1,0,1
S000005785,YOR259C,3,0.347134174396033,0,0,0
S000005786,YOR260W,22,0.0157212892762152,0,0,1
S000005787,YOR261C,6,0.219271169951897,0,1,0
S000005788,YOR262W,39,0.22309686098223,0,0,1
S000005789,YOR263C,14,0.280058125341164,0,0,0
S000005790,YOR264W,11,0.215133570434137,1,0,2
S000005791,YOR265W,7,0.224017922267038,0,0,0
S000005792,YOR266W,2,0.64,0,0,0
S000005793,YOR267C,16,0.289554101323222,1,3,0
S000005794,YOR268C,19,0.181976113279768,0,0,0
S000005795,YOR269W,12,0.218102358100692,0,0,0
S000005796,YOR270C,3,0.405028642877119,0,0,0
S000005797,YOR271C,10,0.325974578056423,0,0,0
S000005798,YOR272W,3,0.325274300925651,0,0,0
S000005799,YOR273C,9,0.407397683073161,0,0,1
S000005800,YOR274W,41,0.209401137304709,0,0,5
S000005801,YOR275C,3,0.347134174396033,0,0,0
S000005802,YOR276W,7,0.444243902022152,0,0,1
S000005803,YOR277C,37,0.158295171049131,1,0,2
S000005804,YOR278W,20,0.13655281860048,2,0,4
S000005805,YOR279C,6,0.112701923598577,0,0,0
S000005806,YOR280C,3,0.347134174396033,0,0,0
S000005807,YOR281C,4,0.541331778149236,0,0,0
S000005808,YOR282W,37,0.0882157697131385,1,3,2
S000005809,YOR283W,4,0.703276150015814,0,0,1
S000005810,YOR284W,12,0.214676055123907,0,0,2
S000005811,YOR285W,13,0.435831537463196,0,0,1
S000005812,YOR286W,36,0.0225667777121529,3,1,2
S000005813,YOR287C,11,0.411400247287822,0,0,2
S000005814,YOR288C,18,0.212915073455059,0,0,1
S000005815,YOR289W,18,0.37131995116241,2,0,2
S000005816,YOR290C,11,0.455851413364264,1,0,0
S000005817,YOR291W,2,0.64,0,0,0
S000005818,YOR292C,9,0.530734401338275,1,0,0
S000005819,YOR293W,6,0.251616944568174,0,0,1
S000005820,YOR294W,4,0.133094264645619,0,0,0
S000005821,YOR295W,3,0.405028642877119,0,0,0
S000005822,YOR296W,14,0.493895220548947,1,0,0
S000005823,YOR297C,45,0.293669612310611,1,0,1
S000005824,YOR298W,5,0.222647899840107,0,0,0
S000005825,YOR299W,9,0.132587565638371,0,0,0
S000005826,YOR300W,6,0.171190490163034,1,0,1
S000005827,YOR301W,3,0.865015101186174,0,0,1
S000005828,YOR302W,13,0.0265787724173511,0,0,0
S000005829,YOR303W,19,0.256875505649934,0,0,1
S000005830,YOR304C-A,4,0.245294199928429,0,0,0
S000005831,YOR304W,6,0.0823649825436005,0,0,0
S000005832,YOR305W,38,0.0450188261972015,2,1,2
S000005833,YOR306C,4,0.282776181232263,0,0,0
S000005834,YOR307C,21,0.266029333362808,2,1,2
S000005835,YOR308C,5,0.54258640934415,0,0,1
S000005836,YOR309C,32,0.0616719509456914,5,0,7
S000005837,YOR310C,7,0.289365628993107,0,0,0
S000005838,YOR311C,4,0.259119449053424,0,0,0
S000005839,YOR312C,6,0.26127238804504,0,1,1
S000005840,YOR313C,15,0.129892833205898,0,0,2
S000005841,YOR314W,20,0.193873408112549,2,0,0
S000005842,YOR315W,2,0.64,0,0,0
S000005843,YOR316C,17,0.34407905372613,0,0,3
S000005844,YOR317W,15,0.327178433035984,0,0,1
S000005845,YOR318C,11,0.129831433292634,0,0,0
S000005846,YOR319W,6,0.192955369050241,0,0,0
S000005847,YOR320C,37,0.191964422289444,5,0,1
S000005848,YOR321W,11,0.344055091294366,1,0,0
S000005849,YOR322C,34,0.193236558271756,1,2,2
S000005850,YOR323C,24,0.487733538642121,1,0,3
S000005851,YOR324C,6,0.362999136833225,0,0,0
S000005852,YOR325W,16,0.179271998030658,0,0,2
S000005853,YOR326W,4,0.248027034225308,0,0,0
S000005854,YOR327C,8,0.213763391844096,0,0,0
S000005855,YOR328W,20,0.18876531502027,0,0,0
S000005856,YOR329C,4,0.248027034225308,0,0,0
S000005857,YOR330C,9,0.549028197467189,1,0,1
S000005858,YOR331C,6,0.505154368048689,0,0,0
S000005859,YOR332W,15,0.164147075472166,0,0,0
S000005860,YOR333C,17,0.196627821798501,0,1,0
S000005861,YOR334W,34,0.245197620728647,6,0,0
S000005862,YOR335C,5,0.258954284914475,0,0,0
S000005863,YOR336W,28,0.366856747892921,3,0,0
S000005864,YOR337W,11,0.0457998878281083,0,0,1
